,Darija,MSA
3091,لبيرو ديالنا كاين فتاباق رباعميا أُخاسني نتلاع دروج كولّا نهار,مكتبنا يقع في الطابق الأربعمائة ويجب عليّ أن أصعد الدرج كل يوم
3092,هادا.,ذلك.
3093,راه هير صحابني واش نتا بغيتي فورصا باش دافاع علا راسك,فقط ظننت أنك ستحب الفرصة للدفاع عن نفسك
3094,واش سخن لحال هنا?,هل يزداد الحرارة هنا؟
3095,كانضن بلي نتا عودواني بزاف.,أعتقد أنك عدواني جداً.
3096,خلينا نلقاو حال.,لنحاول إيجاد حل.
3097,أُلا بغيتي تاستافاد من لماوقيف باش تدوّز واقت مازيان معا بعضياتنا أُبلا إعتيداء,أو هل تريد أن تستغل الوضع لقضاء وقت ممتع معًا وبدون عدوانية؟
3098,أشمن وقت زوين ليكنتي كاتفاكر فيه,أي نوع من الوقت الممتع كنت تفكر فيه؟
3099,كان ديما عندي شي حاجا لناس ديال سولتا,لطالما كان لدي انجذاب للأشخاص الذين يتمتعون بالسلطة
3100,أُه...لأمر كايعتامد عليك,آه... ذلك يعتمد عليك...
3101,أنا ماتفاتح بزاف,أنا منفتح الذهن جدًا.
3102,"ماتفاتاح, مومكين, والاكين فبلاسا دايقا بزاف",منفتح الذهن، ربما، ولكن في مساحة محدودة جدًا.
3103,كانفادل روح عانيدا ف فاضاء لمافتوح,أفضل روحاً عنيدة في مكان مفتوح.
3104,روح مودمين علا لكوحول?,مشروب كحولي روحي؟
3105,إمكن ناخدو شي ماشروب بجوج?,ربما يمكننا أن نحصل على مشروب معًا؟
3106,"موهيم, كانحاس بحالا كاين شي بارّا ف سانسور",حسنًا، أشعر وكأن هناك بار في المصعد.
3107,"أه بسّاح, كاينا",آه نعم، هناك.
3108,خلينا نلاسقو,لنسكر.
3109,ماعرافتش كيفاش غادي نخارجو,لا أعرف كيف سنخرج
3110,حاضّ مووافاق فليجتيماع,بالتوفيق في الاجتماع
3111,لايسّر فليجتيماع,بالتوفيق في الاجتماع
3112,هادي هييا.,هذا هو.
3113,لماسعاد خاسر مرا خرا,المصعد معطل مرة أخرى.
3114,لماسعاد خاسر تاني,المصعد معطل مرة أخرى.
3115,"كاندن خاسك, بصيفتك راإس, دير شي حاجا بش تحباس قتيع دو",أعتقد أنه يجب عليك، كمدير، أن تفعل شيئًا لجعل هذه الانقطاعات تتوقف!
3116,أنا خايف مانقدارش ندير شي حاجة كبيرا,أخشى أنه لا يمكنني فعل الكثير
3117,"راه هادارت معا لماجليس, والاكين هوما كايلومو هير لجاو",لقد تحدثت إلى المجلس، ولكنهم يلقون اللوم على الطقس.
3118,السادا ديما نافس لحاجا,الأساتذة، دائمًا كما هم.
3119,ماكاندنش بيلا راه ماسألا ديال لوقت.,لا أعتقد أنها مسألة وقت.
3120,"بزاف ديال لفلوس, واش ماكادانش",المزيد من المال، أليس كذلك؟
3121,النيضام قديم بزاف,النظام قديم جدًا.
3122,ماكاتقدارش تعامل معا سخونييا,لا يمكنه التعامل مع الحرارة
3123,غادي تسوا لملاين,ستكلف ملايين
3124,هادشي ليكاين,هذا هو بالضبط
3125,"إلا كان النيضام قديم أُ فات عليه لوقت, فا هادا راه موشكيل ديال مووادافين عندك, ياك?",إذا كان النظام قديمًا ومتجاوزًا، فهذا يشكل مشاكل أمنية لموظفيك، أليس كذلك؟
3126,كايستاحاق لملاين ديال دولارات باش ياحمينا,يستحق إنفاق ملايين الدولارات لحمايتنا
3127,حنا غير مشروع سغير,نحن مجرد شركة صغيرة
3128,عاندي غير شوييا ديال نوفود,لدي نفوذ ضئيل جدًا
3129,مومكين تانقاس من فلوس ليكاتشاد باش تعاون فلخلاص,ربما يمكنك أن تقبل بتخفيض في الراتب للمساعدة في الدفع؟
3130,"أُه, ياربي, نتا بسّاح شي حاجا",يا إلهي، أنت حقًا شيء مميز.
3131,راه علينا حنا باش نخلّصو فلوس إصلاحات من صاليرات ديالنا,علينا أن ندفع ثمن الإصلاحات من رواتبنا!
3132,مودهيش,مذهل.
3133,خاساك تبدا تغاوت معايا باش نعايتو علا 911,يجب أن تبدأ بالصراخ معي لنستدعي الإسعاف.
3134,تهادّان,هدأ من روعك.
3135,كانتلاب مانك غير ناس ديال الصالير ديالك ف عيشرين عام الجايا,كل ما أطلبه هو نصف راتبك للعشرين عامًا القادمة
3136,ولا غادي يخاساك تخدام دروج,وإلا سيتوجب عليك استخدام السلالم
3137,ماكانشوف تا موشكيل ف أنّاني نخدّم الدروج,لا أرى أي عيوب في استخدام الدرج
3138,"والاكين خاساك دير نافس لحاجا, نتوما ألعشران, ديرو نافس لحاجا",لكن عليكم أن تفعلوا نفس الشيء، يا رفاق، افعلوا نفس الشيء.
3139,كانضن يمكن ليك تستاعمال دروج كتار شوييا,يبدو أنك بحاجة إلى استخدام الدرج قليلاً أكثر
3140,عاندي بزاف ديال مووادافين معڭازا,لدي العديد من الموظفين الكسالى
3141,مومكين,من الممكن
3142,كاين بزاف من لقادا ديالنا كايعانيو من لغولد أُ روق علا دروج موستاعارا ديالنا,هناك أيضًا العديد من قادتنا الذين هم سمان ونحفاء على سلالم مستعارة!
3143,راه واحد لمرا رباحت ساييد لكاون,"فزت مرة بلقب ""ميستر يونيفرس"""
3144,أنا أدونيس,أنا أدونيس
3145,"متواداع أُ كانفتاخر بيها, بكول ووضوح",متواضع وفخور بهذا، بوضوح.
3146,"أه, هييا هاديك",آه، هذا هو
3147,لباب مافتوح,فتح الباب
3148,"باسلاما, أ شماتا",وداعاً، أيها البخيل الحقير!
3149,خلينا نشوفو واش كايعجابهوم لخوبز لبياد ولا لقاهوي,لنرى إذا كانوا يفضلون الخبز الأبيض أم الخبز الأسمر
3150,أُه خديتيهوم بجوج?,آه، أخذت الاثنين؟
3151,"كانقتاراح نعتيو لهاد لماجموعا لبياد, أُ لمجموعا لوخرا لقهوي",أقترح أن نعطي هذه المجموعة الأبيض، والبني لهذه المجموعة الأخرى
3152,سماعت بيلا لخوبز كان خايب لباطّ,سمعت أن الخبز كان ضارًا بالبط
3153,دابا نقدرو نقارنو لكافاأ ديال لخوبز لبياد أُ لخوبز لكحال علا لباط,الآن يمكننا مقارنة كفاءة الخبز الأبيض والخبز الأسود على هذه البط
3154,هادشي غادي يكون زوين,سيكون هذا مثيرًا للاهتمام
3155,"أه, هادي موأمارا كايديروها شاريكات ديال بيسكويت",نعم، هذه مؤامرة يروج لها الشركات التي تنتج البسكويت والكراكرز
3156,بغاو يواكلو لباط لبيسكوي?,أيريدون إطعام البط بالبسكويت؟
3157,"مكالاخ, غليد بزاف أُ مالح بزاف",إنه غبي، إنه دسم جدًا ومالح جدًا.
3158,أُ بزاف ديال لماوادّ لحافيضا,والكثير من المواد الحافظة
3159,علا أقال لخوبز صيحّي!,على الأقل الخبز صحي!
3160,"راه خاوي من سوعورات لحارارييا, كايخالي لباط غليد أُ كايتعاراد بزاف لغاراق",إنها سعرات حرارية فارغة، مما يجعل البط سمينًا وأكثر عرضة للغرق.
3161,"واخا هاكاك, يقدار يساباب بزاف ديال دوهون",قد ينتج الكثير من الدهون، على الرغم من ذلك.
3162,"علا كول حال, كايبان أنّاهو كايبغيو جوج أنواع ديال لخوبز",على أي حال، يبدو أنهم يحبون نوعين من الخبز
3163,أه يقدار شوييا ديال لافت أُ لبروكولي يكون حسان ليهوم,نعم، ربما بعض الكرنب الأجعد والبروكلي سيكون أفضل لهم
3164,هنا لفراخ ديال لباط سغيرا جايّين!,ها هنا، البطّات الصغيرة قادمة!
3165,أنا ماشي ماتأكد واش عارف أش كاياكول لباط,أنا لست حتى متأكداً من أنني أعرف ماذا تأكل البطات
3166,فواقت باكري من لمووسيم ڭاع ل أزواج تل باطّ باقي عندهوم بزاف تل فراخ ديال لباط,في بداية الموسم، جميع الأزواج المتزاوجة لا تزال لديها الكثير من البط الصغير
3167,"أه, درايفا",نعم، إنه نوع من الجميل.
3168,كانحاس بخايبات أمال شوييا,أنا مُحبَط قليلاً
3169,دابا كايبان لييا كايهضمو لخوبز مزيان,في الوقت الحالي يبدو أنهم يهضمون الخبز بشكل مثالي
3170,التاحدي لكبير ف لماكلا تل بطّ كاين فرامي لخوبز ف بلايس مختالفا باش لباط سغير تاهوا ياخود شوييا,التحدي الرئيسي في إطعام البط يكمن في رمي الخبز إلى أماكن مختلفة بحيث يحصل البط الصغير أيضًا على بعضه
3171,حتا بين لكبار كاينين موهايمينين أُ موهايمانين,ولكن حتى بين البالغين يبدو أن هناك سائد وسائد
3172,"شوف هادا, كول مرا كايمشي لطارف ديال لخوبز باش يسراقو لمولاه",انظر إلى هذا، في كل مرة يذهب ليأخذ قطعة الخبز ليسرقها من مستحقها الحقيقي
3173,واش مومكين لينا نصايدو هنا,هل يُسمح لنا بالصيد هنا؟
3174,كاين واحد الصيّاد لهيه,هناك صياد هناك.
3175,"أه, لباطّ لعودواني أكتار كاياخود خوبز كتر",نعم، البط الأكثر عدوانية يحصل على المزيد من الطعام
3176,هوما كايسيطرو كتر علا لاخرين,هم أقدر على السيطرة على الآخرين
3177,كاينين صيادا خرين ف لواد تاهوا,هناك صيادون يتجولون في النهر أيضًا
3178,والاكين خاسهوم يرادو لبال من لفكارن,لكن عليهم الحذر من السلاحف
3179,واش كاينين لفكارن?,هل يوجد سلاحف؟
3180,كايعاجبوني لفكارن بزاف,أنا أحب السلاحف كثيرًا!
3181,أُ لباجاع عودواني بزاف فهاد لواقت من لعام,والبجع يكون عدوانيًا جدًا في هذا الوقت من العام
